@relation waveform
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute x8 real
@attribute x9 real
@attribute x10 real
@attribute x11 real
@attribute x12 real
@attribute x13 real
@attribute class {-,+}
@data
-1.04,0.29,-0.7,1.36,-0.5,-0.18,1.93,2.97,4.04,5.04,6.2,5.27,4.44,1.85,-
0.39,-0.29,0.17,0.76,0.54,1.61,1.94,3.89,6.11,4.82,5.3,4.22,3.86,1.6,-
0.78,-0.01,1.74,2.34,3.89,5.54,5.14,5.6,3.42,3.75,0.53,3.43,0.23,1.12,-
0.11,2.09,-0.73,1.36,1.13,3.2,3.47,0.94,4.85,3.54,5.18,3.83,3.23,2.6,-
1.93,-1.63,0.27,1.16,0.36,0.74,3.8,3.42,4.27,4.63,3.99,4.94,2.65,3.96,-
1.32,-0.61,3.79,2.37,3.86,4.88,3.6,3.76,4.13,5.38,3.75,2.24,0.4,3.61,-
-0.36,0.8,2.04,1.34,3.13,3.22,3.2,0.86,3.6,2.38,3.34,2.94,1.93,1.84,-
0.3,1.76,2.18,2.62,3.63,5.48,5.78,4.42,2.19,3.5,1.67,-0.69,-0.7,-0.92,-
2.48,0.32,2.38,1.8,1.39,1.16,3.24,3.7,2.77,3.47,5.75,4.74,5.12,2.7,-
-0.45,2.44,1.73,2.89,1.26,3.93,5.15,4.69,4.6,4.77,4.33,3.08,0.62,0.38,-
0.3,1.56,1.37,1.19,1.89,1.52,4.32,4.67,2.95,4.04,3.02,3.14,3.13,0.06,-
-2.17,-1.34,0.51,0.78,0.85,2.35,3.66,3.69,3.74,5.31,4.57,4.37,3.27,0.94,-
-0.21,-0.62,1.78,0.14,1.73,0.58,2.13,4.75,4.59,2.45,5.5,2.66,1.25,1.53,-
-0.24,-1.01,0.43,1.63,0.55,2.21,4.44,5.27,4.6,5.02,4.88,5.29,2.51,2.64,-
-0.52,-0.17,-0.38,-0.36,0.02,1.77,0.31,2.98,2.12,4.07,4.61,3.54,3.08,3.47,-
0.28,1.22,1.14,2.19,3.05,3.7,3.51,2.89,5.36,4.65,3.19,0.98,1.22,1.48,-
0.56,2.48,1.39,2.5,3.17,5.54,4.77,4.72,3.07,2.09,2.86,1.73,0.34,1.74,-
-0.76,0.19,0.72,2.03,1.55,4.87,4.66,4.33,2.48,3.02,3.65,1.98,1.59,0.76,-
-0.78,2.38,0.35,1.42,3.6,3.46,6.67,4.38,3.72,1.78,0.6,0.49,-1.83,-0.45,-
-1.01,-0.05,0.88,0.3,-0.74,1.21,1.21,3.55,3.07,5.75,4.56,4.13,4.36,2.89,-
-1.44,1.57,-1.28,1.37,3.46,4.63,3.78,3.67,4.63,4.27,2.89,1.76,1.92,1.26,-
-0.33,0.84,2.47,2.18,0.71,1.54,4.84,3.64,4.48,3.52,2.82,4.22,2.44,2.34,-
-0.16,0.79,1.07,0.92,1.8,2.34,3.73,3.7,4.14,3.67,2.62,3.65,2.91,2.75,-
1.87,-1.12,1.08,0.36,3,3.1,5.31,5.62,4.74,3.63,3.02,2.44,1.29,0.23,-
1.27,1.54,-0.79,1.92,3.12,3.68,5.27,2.19,5.08,3.94,2.21,1.39,1.14,1.26,-
-2.29,1.17,-0.37,0.27,1.87,2.4,3.73,2.86,3.89,5.29,5.47,3.36,2.37,2.31,-
1.88,-0.07,-0.75,2.44,1.06,4.17,4.07,3.58,6.47,4.97,3.34,3.28,2.03,0.62,-
-0.15,-0.51,1.98,0.82,2.56,4.98,4.26,4.83,3.64,3.51,1.93,1.46,0.4,1.5,-
-0.24,1.13,-0.24,2.72,4.57,3.64,6.31,5.26,3.71,3.31,3.42,1.55,2.27,-0.71,-
0.61,-0.38,0.38,3.94,3.21,4.04,5.08,5.07,6.31,2.46,2.98,2.28,0.55,1.05,-
-0.19,0.49,2.48,-0.23,1.17,4.75,5.68,3.94,2.12,3.85,2.47,3.3,4.52,1.1,-
-1.38,-1.04,-1.09,-0.47,0.45,3.13,1.71,1.5,5.37,5.16,6.31,5.42,3.9,2.29,-
-0.18,0.68,0.48,1.34,2.36,2.74,5.64,5.35,5.59,2.63,4.33,3.72,2.11,0.68,-
-0.35,3.62,-1.27,-1.06,2.18,1.55,2.7,1.42,3.47,5.71,3.65,5.4,1.98,0.4,-
1.06,0.4,0.44,0.63,4.06,3.09,4.82,5.56,3.48,3.62,3.65,1.52,1.88,0.27,-
-0.47,0.01,2.25,2.61,2.42,4.3,3.35,3.31,5.72,1.57,3.41,1.3,2.46,0.25,-
-2.01,0.5,2.42,-1.29,-0.28,0.44,1.58,4.39,4.76,7.08,6,4.91,3.03,1.85,-
0.54,-0.01,0.84,0.55,1.15,3.62,2.97,2.63,5.26,4.57,4.42,3.65,3.81,2.26,-
-1.88,-0.02,0.92,0.62,1.13,1.54,2.78,2.97,2.27,3.95,3.57,5.1,3,2.59,-
0.58,1.02,1.43,3.4,3.4,3.26,5.55,4.32,4.35,4.11,1.97,1.47,0.02,-0.42,-
-0.35,1.14,1.01,0.01,0.19,0.44,3.26,2.76,5.51,3.12,4.83,2.07,2.95,4.21,-
1.66,-0.23,-1.31,1.62,1.45,1.67,3.99,3.59,1.02,3.88,5.62,4.94,2.64,2.6,-
-1.73,0.75,0.05,-1.19,0.1,1.53,4.09,4.46,4.29,3.93,3.47,3.01,2.14,4.69,-
0.16,0.42,0.57,0.83,1.06,1.58,2.33,3.95,5.32,2.59,4.42,5.39,1.41,1.73,-
0.21,1.6,-0.12,1.33,1.55,0.61,2.86,3.07,3.25,2.93,5.38,6.61,2.74,0.5,-
0.69,0.84,0.37,1.43,3.13,2.19,5.59,5.09,5.63,3.43,3.02,4.57,0.71,1.26,-
0.87,0.74,0.9,0.43,2.37,1.86,4.6,4.11,5.16,4.59,5.7,7.34,3.16,1.93,-
-0.16,2.23,1.96,4.55,2.37,3.75,6.23,4.79,4.43,4.39,3.48,0.79,-0.41,1.11,-
-0.78,-0.1,2.11,1.68,0.31,3.18,3.15,4.76,5.78,4.38,2.79,3.37,2.5,2.17,-
0.53,0.02,1.28,-0.4,2.21,2.74,3.24,3.68,5.26,4.96,4.36,4.66,2.13,0.83,-
0.46,-1.73,-0.55,1.59,0.92,3.19,4.5,4.61,4.14,4.76,4.38,4.56,2.35,3.33,-
0.09,0.81,1.45,1.77,2.07,3.37,3.37,0.39,4.23,2.87,5.05,5.94,2.41,0.76,-
-1.07,1.79,1.64,2.45,2.63,5.18,6.45,4.67,3.31,3.01,2.66,3.71,-1.42,1.34,-
0.09,-0.34,0.5,1.81,0.11,2.15,3.53,3.38,3,3.53,3.97,1.51,1.23,1.08,-
0.48,1.8,-0.47,2.17,3.42,4.12,5.38,4.46,3.48,4.56,2.53,2.53,-0.1,-0.43,-
-1.43,1.2,0.42,2.74,3.4,5.68,6.06,4.1,4.64,3.02,2.96,0.41,0.33,-1.62,-
0.23,1.01,0.82,0.74,2.05,0.06,4.74,1.61,5.15,4.22,4.74,3.12,2.26,3.52,-
0.29,1.33,-1.42,0.96,0.84,3.92,3.17,4.39,3.23,5.27,4.62,1.5,1.43,1.25,-
2.15,0.09,1.25,3.6,2.94,3.48,4.86,5.71,3.68,3.32,1.78,3.53,1,0.58,-
0.34,-0.72,0.07,4.52,5.07,5.37,4.39,4.62,3.66,3.05,3.09,1.06,0.08,-0.8,-
1.45,0.81,2.64,2.52,2.67,3.41,5.55,5.98,2.72,2.95,2.69,1.91,0.33,-0.46,-
-0.22,1.3,2.78,3.1,3.75,4.79,6.33,5.48,3.69,2.22,2.45,1.34,0.65,0.29,-
2.09,0.52,0.18,0.7,1.68,1.96,1.71,2.85,4.09,4.74,4.89,2.79,4.15,4.07,-
-0.26,1.52,2.76,0.13,2.22,2.41,2.18,4.75,2.45,4.49,4.49,5.25,4.34,1.82,-
1.85,0.01,0.37,1.29,1.93,3.01,2.47,2.8,6.65,4.66,2.82,0.97,1.55,2.37,-
-1.61,-0.07,-0.21,0.55,1.71,3.25,2.33,4.16,3.84,4.48,4.97,4.79,1.97,2.75,-
1.11,-0.36,0.81,-0.68,1.3,2.68,2.87,3.38,3.3,4.36,5.26,2.88,3.55,1.79,-
-1.01,0.75,-2.5,0.04,0.15,3.34,3.95,3.22,3.58,2.62,5.09,5.15,3.82,2.07,-
-1.65,1.27,0.8,3.24,3.07,5.08,4.5,2.38,2.99,3.91,1.24,2.92,1.28,0.49,-
-0.76,1.86,-1.13,0.28,1.18,2.89,1.23,3.93,4.62,4.82,5.3,4.11,1.27,1.25,-
1.75,-0.33,1,0.02,1.87,4.04,5.06,2.72,3.69,4.63,4.39,2.45,1.5,1.22,-
1.41,-1.2,-0.09,1.56,2,3.18,4.15,4.81,6.41,4.13,3.25,3.42,0.39,1.57,-
1.1,-0.27,0.11,-1.27,2.69,2.74,1.49,1.29,4.75,3.13,7.64,3.52,1.66,3.74,-
0.58,1.72,0.43,0.2,0.16,1.42,4.2,2.66,2.73,4.86,3.56,4.68,2.05,2.04,-
0.22,0.47,0.74,1.87,5.59,3.39,5,5.63,3.89,4.44,1.13,2.26,2.71,1.65,-
-1.89,-0.5,3.95,3.31,3.43,4.46,5.21,4.31,3.72,4.49,3.18,-0.18,1.18,0.62,-
1.68,-1.56,1.6,-0.07,-1.07,0.88,1.43,2.31,3.18,3.22,4.92,3.33,2.33,4.05,-
1.21,-0.16,1.01,0.31,-0.44,2.59,3.26,1.22,2.39,2.22,6.71,5.07,4.47,4.15,-
0.08,1.71,1.43,4.55,3.85,5.6,6.19,4.69,3.43,1.71,4.63,0.71,-0.31,-0.42,-
0.71,2.7,1.93,4.16,3.41,4.22,5.29,4.56,3.38,3.78,1.56,2.54,-1.25,-1.4,-
0.19,1.26,-0.08,-1.04,1.46,1.55,3.34,3.91,6.17,2.42,4.43,4.94,3.9,2.94,-
1.63,0.44,0.79,1.16,2.27,6.15,4.62,5.88,1.84,4.77,2.89,4.5,2.91,-0.27,-
-1.14,1.12,0.61,3.38,3.51,3.59,5.4,5.34,5.04,4.81,4.23,1.88,1.59,0.53,-
0.25,2.15,2.62,1.09,1.3,3.12,4.88,3.25,4.45,2.82,2.74,3.07,0.38,1.6,-
-0.88,0.05,1.87,3.9,3.62,6.49,5.63,5.02,5.28,2.24,1.81,2.13,-0.83,2.39,-
0.02,3.24,2.29,2.67,4.12,2.84,6.36,3.81,6.15,2.93,1.82,3.26,3.47,0.15,-
1.11,1.22,1.24,1.29,3.12,4.56,4.45,4.12,4.49,3.44,0.98,-1.06,-0.09,-1.28,-
0.23,1.86,1.57,2.12,2.98,5.21,4.69,4.46,3.74,3.15,3.23,3.21,1.69,-0.41,-
1.09,-0.32,0.1,0.96,0.29,2.51,3.06,3.11,4.99,5.03,3.68,5.23,4,2.47,-
-0.86,1.12,1.52,0.69,1.79,1,3.26,3.86,3.34,5.48,3.81,3.48,2.98,1.52,-
0.26,-0.78,3.02,2.09,4.1,5.33,5.35,5.26,3.42,2.78,1.54,2.94,-0.57,0.59,-
-3.03,-0.14,0.85,1.09,3.19,2.65,5.04,4.08,4.6,4.4,4.49,2.17,2.03,1.35,-
-0.04,1.23,0.87,-0.8,0.5,3.21,2.42,2.67,2.87,6.54,6.03,4.26,3.17,3.36,-
1.4,-0.88,1.7,-1.15,1.81,1.4,3.28,2.94,5.92,3.54,5.22,4.54,3.64,3.48,-
-0.89,-0.9,0.84,0.71,0.21,2.62,2.36,2.87,3.02,3.2,4.96,3.59,2.73,0.28,-
0.83,1.19,-0.95,2.03,1.51,4.58,5.39,3.95,3.1,3.97,3.7,3.72,0.81,1.8,-
0.47,-0.26,-0.69,-1.22,-0.21,-0.7,0.55,3.4,2.59,6.09,6.28,3.16,3.82,1.14,-
-1.02,0.94,0.74,1.25,1.32,1.72,5.28,3.55,4.21,5.13,2.85,2.32,1.99,0.84,-
-0.61,-0.01,1.66,4.3,0.37,5.63,5.13,1.68,4.53,4.4,2.88,3.78,2.09,-0.83,-
-0.38,1.55,0.98,1.77,3.24,4.6,3.72,1.77,3.85,2.28,3.4,3.33,1.64,1.26,-
-2.25,-0.15,-0.19,1.02,4.17,3.73,4.35,6.06,2.79,4.47,1.1,1.97,-0.14,0.55,-
1.09,-0.38,-0.47,0.96,1.04,4.11,3.22,3.53,4.62,5.94,5.04,2.15,1.34,1.29,-
0.66,2.58,1.77,0.85,0.33,2.57,3.05,4.71,2.92,3.79,5.17,4.26,1.79,1.75,-
-0.27,1.04,1.76,2.13,3.19,3.13,5.8,4.75,4.66,3.86,2.76,0.8,1.77,3.44,-
1.06,-0.41,0.63,-1.68,0.18,2.89,2.38,4.48,4.06,4.46,5.63,4.13,4.4,2.11,-
0.79,0.08,0.93,1.45,4.11,4.59,4.16,4.4,3.02,3.16,3.77,3.49,1.35,-0.41,-
-1.14,1.27,3.44,2.07,3.77,4.54,5.49,2.48,5.38,4.78,1.43,1.24,0.07,2.77,-
1.84,-0.1,1.88,2.83,3.53,5.11,5.42,4.17,3.36,3.24,1.56,0.79,1.4,-0.13,-
0.62,0.43,1.52,0.98,0.24,2.49,2.9,2.47,4.21,3.7,5.58,5.32,4.32,2.16,-
-0.61,-0.37,-0.24,1.56,-0.13,1.06,2.77,1.28,5.05,5.97,6.77,4.32,2.12,1.28,-
-1.19,0.33,-0.52,4.37,2.33,2.69,3,3.74,3.57,1.89,3.75,1.9,2.61,0.23,-
-1.85,-0.02,1.29,3.14,5.44,3.88,4.56,3.81,4.36,2.13,2.16,1.43,-1.89,-0.95,-
-0.78,0.69,0.53,0.94,2.89,2.9,2.56,4.55,3.8,3.46,5.23,4.44,2.8,1.79,-
1.01,0.16,0.53,1.11,2.05,4.38,2.8,3.9,5.04,3.26,2.68,3.55,2.83,0.17,-
0.56,2.42,0.16,2.61,3.71,3.4,3.83,5.68,2.56,3.77,2.7,3.67,3.15,0.2,-
-0.86,0.39,0.28,0.25,1.57,1.89,1.94,1.85,4.65,4.2,5.02,5.71,3.72,3.17,-
1.55,-0.78,-1.14,-0.44,0.57,1.12,1.46,3.88,3.1,5.46,5.71,3.84,4.69,2.01,-
-0.51,0.82,1.37,1.31,1.36,4.41,6.21,4.5,3.92,4.19,4.46,1.3,-0.62,1.07,-
1.58,1.81,-0.13,2.8,4.75,3.67,6.43,5.59,1.66,4.26,1.43,1.91,1.48,0.59,-
-2.01,-0.02,0.11,-1.08,1.8,2.52,3.37,3.21,3.34,5.26,3.81,6.19,3.21,2.11,-
-1.8,0.59,1.42,4.31,5.86,6.4,3.75,4.1,3.27,3.02,3.47,2.48,-0.71,1.67,-
0.02,1.1,1.13,2.1,3.54,5.12,5.19,4.35,3.86,4.64,2.94,0.29,-0.07,-0.31,-
-0.13,0.18,-0.49,-0.47,0.79,3.34,3.05,2.55,3.81,3.65,2.92,4.39,3.6,0.76,-
-0.53,1.02,1.55,0.66,1.34,2.37,4.5,5.2,4.8,2.74,4.63,1.49,1.98,1.92,-
0.65,0.16,3.67,2.43,3.32,3.41,3.73,4.4,5.76,5.11,2.63,2.62,-0.4,2.04,-
-1.62,-0.03,-2.92,0.78,0.62,2.4,2.43,3.3,3.63,5.1,6.19,3.58,2.57,3.43,-
1.15,-0.31,1.23,3.23,3.84,5.94,6.88,5.75,2.87,2.09,2.79,0.5,0.75,0.01,-
-0.55,1.93,2.22,1.29,1.5,3.76,5.22,3.68,3.76,3.98,3.09,4.11,1.47,0.55,-
0.86,1.41,-0.23,1.21,2.85,5.05,4.73,3.05,2.63,3.77,2.16,3.53,-0.1,1.33,-
-1.57,-0.06,0.52,3.5,3.88,5.17,4.57,4.03,3.8,2.51,2.58,1.29,1.59,1.59,-
1.27,1.99,0.55,0.54,1.85,1.14,4.07,2.68,3.76,5.25,3.07,3.44,3.2,2.07,-
